GameID,PostID,FamilyAID,FamilyBID,GameTitle,FastMoneyID,QS_FastMoney_Q1,QS_FastMoney_Q2,QS_FastMoney_Q3,QS_FastMoney_Q4,QS_FastMoney_Q5,QS_FastMoney_Answers
351,151,388,332,"CG: Malus (Siota, Arona, Tahiamauani, Mena Iese & Jamar) v. Mastrinos",1811,: What do you think's the most frequently-performed medical operation?,: A specific food you buy no matter how high the price.,: Every woman wants to marry a man who loves what?,": On the scale, how exciting's your sex life?",: Name another way to say the word â€œstomachâ€.,"Tahiamauani: Boob implants (23), milk (6), $ (3), 10 (30) & belly (42)
Jamar: Heart surgery (30), bread (5), them (28), 9 (11) & gut (28)
Unsaid #1: Steak || "
352,396,388,389,"M-U: Malus v. Parkers (Monica, Mo, Karen, Adam & Tim)",1816,": Acc. to the men, how long would you have to be lost before you ask for directions?",: Name the strangest animal you've seen someone ride.,: A game neighborhood kids get together to play.,: A document people keep a copy of at their home.,: A drink you CAN'T drink fast.,"Monica: Hr. (28), elephant (7), tag (14), marriage license (16) & beer (17)
Tim: Half-hr. (18), camel (18), hide and seek (14), vehicle registration (2) & coffee (39)
Unsaid #1s: Ostrich, baseball/stickball & birth certificate || "
353,397,390,389,"M-U: Andersons (Ashley, Niara Ruffin, Stasha, Najur & David) v. Parkers",1821,: Something that might come off a person when they bounce on a trampoline.,: Tell me how much money a teen spends on a date.,: Something you'd find under a tree.,: A body part that might hurt after a BAD night's sleep.,: Something people make w/ bananas.,"Monica: Shoes (10), $20 (16), neck (23) & smoothie (4)
Tim: Socks (2), $30 (11), helicopters, back (31) & banana bread (10)
Unsaid #1s: Pants/shorts, $50, leaves & banana split/sundae || "
354,398,391,389,"M-U: Carmans (Savannah, Billy, Bethany, Jennifer & Kristen) v. Parkers",1826,": Acc. to women, if your man wore a speedo, how many in. would his gut hang over?",: A U.S. city you'd be surprised to hear got snowed in.,: Something fun that burns a lot of calories.,: Something that people have autographed.,: Something kids skip.,"Adam: 10 (7), Tallahassee, basketball, pieces of paper & school (43)
Monica: Five (7), S.F. (3), dancing (7), pictures (19) & work
Unsaid #1s: Three, L.A., swimming & balls || "
355,403,392,389,M-U: Popes v. Parkers,1831,": When you trust your gut, what percentage of the time are you right?",: Something you might find in a janitor's closet.,: Something babies love to throw.,: A beverage that goes great w/ pie.,: An occasion when her hubby should send his wife flowers.,"Tresa: 100% (3), mop (33), rattles (35), milk (46) & Valentine's Day (29)
Terri: 75% (10), broom (32), cup, I.C. & Mother's Day
Unsaid #1s: 80% & anniv. || "
356,170,392,394,"M-U: Popes (Sonia, Susie, Karen, Janet & Tresa) v. Boyds (Tammy, Tiffani, Calsie, Big Frank & Rick)",1837,: Every woman would love to have a secret what?,: How many days after Thanksgiving are you still eating turkey?,: A reason people apologize for their dog.,: At which city do the trendiest people live?,: Something you'd do to get ready for bed.,"Tammy: Admirer (17), seven (15), tinkle/poop on their lawn (30), NYC (40) & brush teeth (47)
Tiffani: Crush/lover (37), five (10) & L.A. (37)
Unsaid #1: Three || "
357,171,395,394,"M-U: Lincolns (Jaracz, Angela, Anissa, Dejuan & Ebony) v. Boyds",1842,": According to men on the scale, how good a LOSER are you?",: What was the 1st card game you ever learned how to play?,: Someone who takes an oath.,": Other than chicken, name a food that tastes like chicken.",: A sport where a 30-yr.-old can be considered old.,"Jaracz: 10 (9), Spades, congressman (27) & turkey (34)
Ebony: 1 (14), Go Fish (27), judge (35), pork chop (2) & basketball (14)
Unsaid #1s: 5 & football || "
358,172,395,396,"M-U: Lincolns v. Freys (Jack, Tom, Matt, Mark & Angie)",1847,: A place where the line always seems to move SLOWLY.,: Something a man does faster than a woman.,: How old were you when you told your first lie?,: A sign that you've had too much to drink.,: Something specific people punch.,"Angie: Disneyland (6), get ready (23), 7 (6), stumbling (18) & punching bag (40)
Tom: Church, sex (11), 4 (11), stuttering/slurred speech (33) & another person (16)
Unsaid #1s: DMV & 5 || "
359,173,397,396,"M-U: Vachachiras (Jimmy, Jency, Jinson, Minu & Shoma) v. Freys",1852,: Name a body part whose appearance changes the LEAST w/ age.,": On the scale, how safe do you feel when flying on an airplane?",: Name a food that looks likeÂ  clouds.,: Pay______,: Something people wear in Hawaii.,"Angie: Knees, 7 (13), cotton candy (12), day (26) & lei/flowers (47)
Tom: Arms (2), 8 (23), pudding (2), check (34) & luau
Unsaid #1s: Feet & marshmallows || "
360,174,398,396,"M-U: Nunnallys (Hoyt, Hoyt III, Joi, Karen & Ellain) v. Freys",1857,: Tell me something the neighbors do too early in the morning that drives you crazy.,: Something that's checkered.,: How often should a son call his mom?,: Something a guy might brag about to impress a date.,: A U.S. state w/ lots of sunshine.,"Tom: Honk their horn (6), flag (8), three times, his $ (47) & CA (45)
Angie: Mow lawn (31), checkerboard/chessboard (35), everyday (36- tied for #1 w/ once a wk.), his jobs & FL
Unsaid #1: Loud music/radio || "
361,175,399,396,"M-U: Mezas (Monique, Marcus, Archie, Mickey & Mario) v. Freys",1863,: How long does it take the police to arrive after you call 'em?,: Who was the last person you lied to?,: Name the best way to start your day.,: Something people iron that you think's a WASTE of time.,: Something the human body has lots of.,"Monique: Five min. (17), mom (8), coffee (20), t-shirt (15) & fingers
Mickey: Four min., spouse/mate (21), makeup (13), tie & hair (38)
Unsaid #1s: 10 min., prayer & undies || "
362,176,399,400,"M-U: Mezas v. Graces (Victoria, Beverly, Lucinda, Deborah & Ronald)",1868,": According to men, tell me a part of a woman's body you notice when you meet him for the 1st time.",: What percent of your paycheck goes to the government?,: A country known for its beautiful beaches.,: What's the last thing you bought that you COULDN'T afford?,: Someplace where little kids have trouble sitting still.,"Deborah: Breasts (25), 25% (7), Brazil (10), car (32) & church (43)
Victoria: Butt (6), 30% (12), France (10), home (11) & school (12)
Unsaid #1s: Eyes, 20% & America || "
363,177,401,400,"M-U: Bummers (Mike, Ray, Ray Jr., Christin & Molly) v. Graces",1873,: Women get up early to go to a store sale; what do men get up early to do?,: Which country has the hairiest women?,: A sport that DOESN'T use a ball.,: At what age does someone move out on their own?,: Something firemen take to fires.,"Deborah: Exercise (8), Brazil, track/field (16), 21 (19) & ladder (2)
Victoria: Mow lawn (3), Germany (16), hockey (21- tied w/ swimming), 25 (3) & fire truck (27)
Unsaid #1s: Golf, France, 18 & hoses || "
364,182,402,400,"M-U: Pittses (Andy, Haley, Susan, Jennifer & John) v. Graces",1879,: Something important you should keep in the glove compartment of your car.,: What's the most cash you've ever received in a birthday card?,: Something you see in a bathtub.,: Which is the most talked-about city in the USA?,: Something a woman saves to hand down to her daughter.,"Ronald: Flashlight (26), $250, water (28), L.A. (31) & wedding dress (49)
Deborah: Insurance card (26), $100 (30), ring (14), NYC & ring
Unsaid #1: Registration || "
365,183,403,400,"M-U: Summerses (Joey, Allison, Shea, Cathy & Bill) v. Graces",1884,: Tell me how long you'd expect to wait at the DMV.,: A specific article of clothing that makes you look fat.,: A food that gets bigger when you cook it.,: Something that might be postponed.,: Something people would do a lot more if TV DIDN'T exist.,"Ronald: Two hrs. (14), shirt (7), popcorn (3), wedding (30) & go outside (2)
Deborah: Half-hr. (21), sweater (4), hot dogs (23) & have sex (5)
Unsaid #1s: Hr., pants/jeans & read || "
366,184,404,400,"CG: Pollastrinis (Geriann, Mike, Chris, Ron & Tony) v. Graces",1890,: Something that starts shaking during an earthquake.,: A fish you fry.,: Something that can make a plane flight more enjoyable.,: Name the age when a girl starts wearing lipstick.,: Something you do if you get locked out of a car.,"Ronald: Buildings/home (26), catfish (25), good food (12), 12 (23) & use hanger (7)
Brenda: Cars, salmon (4), music (7), 13 (34) & call police (13)
Unsaid #1s: Movies & call AAA/tow truck || "
367,209,405,406,"M-U: Browns (Serena, Freda, Vernon, Seba & Candace) v. McNultys (Tommy, Christine, Kim, Katie & Colleen)",1895,: Something a couch potato might be wearing when on the couch.,: Tell me something that's always worth getting up early for.,: A food you take the skin off of before eating.,: What's the perfect age to get married?,: A cocktail every bartender should know how to make.,"Tommy: Undies (13), school (3), potato (23), 25 (32) & vodka tonic
Christine: Pajamas (29), work/job (20), orange (24), 30 (25) & Cosmopolitan (2)
Unsaid #1: Martini || "
368,210,407,406,"M-U: Mayfields (Amber, Heather, Rebecca, Trey & Vicki) v. McNultys",1900,: Something a woman has to always remind her hubby about.,: A body part beginning w/ S.,: Tell me the longest you'd go w/o washing your hair.,: Something you might have to replace after a divorce.,: Name the most commonly-served vegetable.,"Tommy: Cleaning (4), shoe, three days (17), $ (6) & broccoli (18)
Christine: Take out trash (23), stomach (25), two days (20), car (7) & corn (14)
Unsaid #1s: Anniv., wk., home & corn || "
369,211,408,406,"M-U: Williamses (Brenda, Jimmy, Michael, Julian & David) v. McNultys",1906,": According to men, how often should women shave their legs?",": Besides filling up, name something people do at a gas station.",: A weapon used before guns were invented.,: Name the WORST place to fall asleep & start snoring.,: Name another word for â€œtalkâ€.,"Colleen: Everyday (21), wipe windshield (24), knives (31), work (8) & chat (41)
Christine: Every other day (21), get food/drinks (30), swords (23), in car (3) & speak
Unsaid #1s: Once a wk., bow/arrow & church || "
370,407,409,382,"M-U: Patels (Roshni, Omkar, Anand, Sagar & Kiran) v. Kennedys",1911,: Something people say they should've gotten rid of a long time ago.,: Something people come out of.,: Something everyone should know how to do.,: The wedding anniv. you think most couples NEVER reach.,: A part of his body a man think's too scrawny.,"Omkar: Spouse/mate (25), coma (24), read (23), 50th (32) & arms (16) 
Sagar: Animal/pet, closet (17), ride bike (3), 60 (6) & package (8)
Unsaid #1s: Drive & legs || "
371,413,409,308,M-U: Patels v. Baldygas,1916,": Other than baseball, name a game where people hit a ball at something.",: How tall do you think Tom Cruise really is?,: A fruit sometimes found in mixed drinks.,: An animal people are AFRAID of.,: A place you go where you have to wait for someone.,"Kristen: Ping-pong, 5'4â€³ (8), pineapple (9), coyote & Dr.'s office (19)
Ken Jr.: Golf (20), 5'10â€ (7), lime (16), lion (31) & DMV (5)
Unsaid #1s: Tennis, 5'6â€³, cherry & restaurant/cafe || "
372,212,412,406,"M-U: Halsells (Toe, Denise, Robert, Tyeshia & Rob) v. McNultys",1921,: Name an animal you might encounter in the woods that WOULDN'T scare you.,": On the scale, how afraid are you of growing old?",: Something you'd be lost w/o.,: A body part that's spelled w/ four letters.,: Something people do when they're alone.,"Colleen: Squirrel (27), 10 (21), family/mate (29), head (18) & sleep (9)
Christine: Deer (26), 5 (16), cellphone (14), back & read (39)- PL
Unsaid #1: Feet/foot || "
373,213,413,406,"CG: Adamses (Jeremy, Jenni, Chris, Tony & Bernice) v. McNultys",1926,: Something a bartender might stick in a cocktail.,: What are you usually doing at 8AM?,: Name the LEAST popular month for marriages.,": On the scale, rate your physic abilities.",: A reason why one child's the favorite child.,"Jeremy: Olives (23), waking up (2), Jan. (25), 3 (4) & smarter (14)
Tony: Lemon (5), working (23), Feb. (5), 5 (16) & better-looking
Unsaid #1s: Sleeping, 1 & well-behaved || "
374,214,413,414,"M-U: Adamses v. Gateses (Jenitha, Antonia, Carlton, Dwayne & Marcell)",1931,: An insect that most people find harmless.,: How many remotes are in your home?,: Something you overdo on the weekends.,: Something found in the bathroom.,: A board game w/ a one-word title.,"Jeremy: Spider (6), three (14), drinking (9), toilet (32) & MONOPOLY (45)
Tony: Ant (17), two (13), yard work (4), soap (11) & SCRABBLE (16)
Unsaid #1s: Fly, four & sleep/rest || "
375,215,413,415,"M-U: Adamses v. Gackles (Marcia, Katelyn, Jeremy, Alicia & Tony)",1936,: Name the musical instrument that sounds the WORST when it's played by a beginner.,: Fast ______,: Tell me a piece of sporting equip. most guys own.,: How long does a movie star's marriage last?,: Something some people spend too much money on.,"Jeremy: Trumpet (21), Money (2), baseball bats (11), yr. (10) & clothes (22)
Tony: Trombone (2), and furious (7), golf clubs (9), two yrs. (30) & home (6)
Unsaid #1s: Violin, food, baseball glove & car || "
376,217,413,416,"M-U: Adamses v. Fishers (Venus, Roger, Queen, Anthony & Tasha)",1942,": According to married men, what was hard to share when you moved in w/ your wife?",": On the scale, how important are their looks to most people?",: A job in which you'd have to be a good driver.,: Something people do to cure bad breath.,: Something you flip.,"Anthony: Bed (23), 10 (24), bus driver (38), pop a mint (23) & cards
Roger: Ex-girlfriends, 8 (39), driver's ed coach, chew gum (18) & coins (32)
Unsaid #1s: Bathroom, gargle mouthwash & pancakes || "
377,218,417,416,"M-U: Budas (Chris, Trevor, Andrew, JT & Mark) v. Fishers",1947,": According to men, at what age did you have the most muscles?",: A rm. in the home where you might light a candle.,: Something that flies.,: A way people show affection.,: Something people drink straight from the bottle.,"Venus: 25 (24), bedroom (35), birds (41), kiss (32) & beer (49)
Anthony: 21 (5), bathroom (31), planes, hug & (soda) pop || "
378,240,418,416,"M-U: Flowerses (Katrina, Jeff, Kris, Troy & Hillory) v. Fishers",1952,": On the scale, how good was your last vacation?",: Something teens hide from their parents.,: Something you do to your lips.,: Something you might run after.,: Something moms nag their grown daughters to do.,"Venus: 8 (27), alcohol (5), lick (29), children (12) & clean their rm. (14)
Anthony: 10 (14), drugs (19), gloss (15), girl (2) & get married (37)
Unsaid #1s: Cigarettes & bus || "
379,241,419,416,"M-U: Grants (Peggy, Nancy, Audrey, Jessica & Chelsea) v. Fishers",1957,: Name the sport that has the best-looking men.,: How short is short for a man?,: A red food.,: A disease kids get shots to prevent.,: Something people air out.,"Venus: Basketball (6), 5'7â€³ (10), apple (26), measles/rubella (33) & laundry (36)
Anthony: Soccer (17), 5'5â€³ (25), steak, chickenpox (19) & home (17)
Unsaid #1: Baseball || "
