CommentID,PostID,CommentOrder,Author,Comment
779,702,1,jpgenius ,"Legs, Tina? 😳🤔😂"
780,703,1,jpgenius ,OH MY…the first question in game 2 was SO inappropriate. 😳😰
781,704,1,jpgenius ,A pole for the bedroom and groin hair?!?! 😳😰
782,705,1,jpgenius ,"Wow, the Nguyens and Caters have gotten HOT – especially the Nguyens! If both win on Monday, we’ll have our second doubleheader (our 10th and 11th 🚗 games) this season!"
783,706,1,jpgenius ,YES! The Nguyens are going for a 🚗 tomorrow!
784,707,1,ant0824 ,Congratulations to the Nguyens on winning the Car!
785,707,2,jpgenius ,"GO NGUYENS!!! Too bad they missed by 15 in FM, but they won the 🚗!"
786,708,1,jpgenius ,These two episodes were FUNNY. 😂😂😂
787,708,2,jpgenius ,"Also, it’s ironic they asked the wet weather question given it’s raining in SF right now!"
788,708,3,ant0824 ,And also Both Fast Money games were Won
789,708,4,jpgenius ,A good night on the Feud.
790,709,1,jpgenius ,"Anchorage.
Steve vs. Jimmy.
Pamela at the buzzer."
791,710,1,jpgenius ,This whole week has been hilarious. 😂 And good luck to the Kendricks in Monday’s 🚗 game!
792,711,1,jpgenius ,"Sad to see the Kendricks lose the 🚗, but great job in FM by the Patels and Cassillys!"
793,711,2,jpgenius ,I think the Kendricks might just get another shot because of the sidewalk/driveway fiasco.
794,711,3,jpgenius ,Marian did FANTASTIC! 👍🏾👍🏾
795,712,1,jpgenius ,More comedy gold! ESPECIALLY in the second game! 😂
796,713,1,jpgenius ,Danielle has two legs; one of them’s just broken.
797,713,2,Matthew Yothers ,Those married women are definitely lying in that emergency question.
798,714,1,jpgenius ,"The Combs are from OKC. And ladies and gentlemen, MORE humor from this family and the Clays. 😂😂😂"
799,714,2,Matthew Yothers ,Too bad they didn’t win the money though.
800,715,1,jpgenius ,Tummy tuck. That’s all.
801,716,1,jpgenius ,GREAT car win Clays! 🚗
802,717,1,jpgenius ,HILARIOUS 2 episodes. 😂
803,718,1,jpgenius ,The last 2 fall episodes continued with the comedy gold.
804,719,1,Matthew Yothers ,I’d really like to see another carheader possibly coming up later on.
805,719,2,Matthew Yothers ,"And by that, I mean car doubleheader."
806,719,3,jpgenius ,I sure got a nice birthday present. GO Mitchells and Wilkins! 👍🏾👍🏾
807,720,1,jpgenius ,"Sad to see the Mitchells and Wilkins go, but their opponents seem like a whole lotta fun."
808,721,1,jpgenius ,This set of episodes… 😂
809,721,2,Matthew Yothers ,I think Kristin realized she made a mistake on that airplane question in FM.
810,722,1,jpgenius ,Very nice job Demarests! 👍🏾👍🏾
811,722,2,Matthew Yothers ,"And congratulations Demarests for finally winning the $20,000."
812,723,1,jpgenius ,Fun episodes. I can’t wait to see the Macks and Patels tomorrow. 👍🏾👍🏾
813,724,1,jpgenius ,The Beckmans. That’s all. 😂
814,724,2,Pervis ,What an embarrassment for MN. Hockey roid-rage boys and idiot-arrogant parents. Yep that is about right.
815,725,1,jpgenius ,HILARIOUS episodes.
816,725,2,jpgenius ,Wait…extreme pogo stick?! 😳😂
817,726,1,jpgenius ,"Well, the Hubers can join the Beckmans in the long list of crazy fun families we saw this season."
818,727,1,jpgenius ,"The second episode with the Frosts was fun, but the FIRST one – WOW."
819,728,1,jpgenius ,MAN.
820,728,2,Matthew Yothers ,"Gosh, the Beckmans were another family that would’ve deserved it, too, but I agree, they DID have lots of fun and $41,695 is another impressive total after 4 days."
821,729,1,jpgenius ,I can’t wait for the Maples and Shaws to come back.
822,730,1,jpgenius ,The Maples are BACK!
823,731,1,jpgenius ,HAPPY! HAPPY! HAPPY!
824,731,2,futuresamthegameshow ,"Bobby, Question 3 on Game 1 had the top 8 answers."
825,732,1,jpgenius ,"Happy’s BACK! Oh, and Carson, the Bible study group leader on campus adds to tonight’s hilarity! 😂"
826,733,1,ant0824 ,Brandon Seriously? $1M as Something you’ll NEVER have two of because it was hard enough to get one? Definitely ZONK Answer of the Week?
827,733,2,jpgenius ,Doggone it. A 3-point loss. 🤦🏾‍♂️
828,733,3,ant0824 ,"If only Brandon had said anything other $1M,"
829,734,1,jpgenius ,ANOTHER 3-point loss (from the Minks)? Man! 😳 At least the Minks are going for a car tomorrow.
830,735,1,Matthew Yothers ,"This was a perfect day on Family Feud.
The Mink wins a brand new Jeep Cherokee, and is, so far, our biggest winners this season with $42,530. And also, Karla from the Daly family sets up a new record for the highest 1st player total in the Steve Harvey era with every single #1 answer and 198 points, resulting in another $20,000 win today."
831,735,2,jpgenius ,"You said it Matthew – the Minks’ car win, Karla’s stellar performance, both the Minks and Dalys winning $20K…wow. 👍🏾👍🏾"
832,736,1,jpgenius ,"Fun episodes, but sad to see the Dalys go. Hey, they still did a good job (especially Karla)."
833,736,2,ant0824 ,Especially the One with Ashlynn and Her Sisters did well
834,736,3,ant0824 ,"If you haven’t seen Ashlynn, You may find her on instagram and Youtube by tying in MsAshlynn2"
835,737,1,jpgenius ,"Boy, we’ve had some heartbreaking losses in FM this week, all of them by 3 points. 💔"
836,737,2,Matthew Yothers ,"Also, in the first game, I think Joel thought Steve said _____ detective."
837,738,1,jpgenius ,"Great comeback, Michael!"
838,738,2,Matthew Yothers ,"I agree that Michael’s comeback was amazing, and not to worry, the Echebelems did win the 20K the next day."
839,738,3,Matthew Yothers ,"Or should I say, they WILL get it next time."
840,739,1,jpgenius ,"Nice work, Echebelems!"
841,739,2,genius2751 ,"BTW, Steve called the Scialdone family “the other family” during their steal attempt in the last survey round. 😂"
842,740,1,Matthew Yothers ,"Wait, did the Sabella family come back to the feud again?"
843,740,2,Mitchell Hodack ,Yes!
844,740,3,jpgenius ,Seems like the third time’s the charm for both the Echebelems and Sabellas.
845,740,4,Mitchell Hodack ,$5 a point for a total of $840.
846,740,5,Mitchell Hodack ,The Sabella family has returned!
847,741,1,jpgenius ,Tonight’s FM rounds were UNBELIEVABLE. 😳
848,741,2,Mitchell Hodack ,200 points!
849,741,3,Matthew Yothers ,"WOW, $20,000 right on the nose. WTG Sabellas. I was hoping you would do it."
850,741,4,Mitchell Hodack ,The Sabella family are coming back tomorrow to play for the car!
851,741,5,Rohan Johnson ,"Yup, and I’m sad to see the Echebelems go. they won $20.000 though, and too bad we couldn’t get a doubleheader ☹"
852,742,1,jpgenius ,Sucks to see the Sabellas lose the car. I was really pulling for them. 😥
853,742,2,Rohan Johnson ,"Yeah, and the Walker family didn’t even win $20k."
854,742,3,Matthew Yothers ,"I disagree with the #1 answer of tail for the question “Something a real mouse has that a computer mouse DOESN’T”, because some computer mice have a cord attached to them. Doesn’t that resemble a tail?"
855,743,1,jpgenius ,"Boy, the Ricketsons have gotten HOT! For 40,910 reasons! 🔥 👍🏾👍🏾"
856,744,1,jpgenius ,Nice job Wayne! 👍🏾👍🏾 BTW he originally said “sizzle” and they did a check so he could change his answer because he may have heard “fizzle”.
857,745,1,Matthew Yothers ,"Darn, the Ricketsons were so close to winning that Jeep Cherokee, and they would’ve deserved it, too. But, hey, $41,860 is a very impressive total."
858,745,2,jpgenius ,I can’t wait to see the McHenrys and Carotenutos in April.
859,745,3,jpgenius ,"And worse, exactly 11 years ago, the Boxes lost their 5th game to an upset. WOW. 😳"
860,745,4,Matthew Yothers ,"How much money did the Boxes leave with, though?"
861,745,5,jpgenius ,"$22,030, which isn’t bad."
862,746,1,jpgenius ,"HILARIOUS start to the spring episodes. 😂😂😂 Sad to see the Holmes miss by 6, but glad to see the McHenrys win the money."
863,746,2,jpgenius ,"Wait, Pasquale actually say children?"
864,746,3,jpgenius ,EDIT: Did Pasquale actually say children?
865,747,1,jpgenius ,"HILARIOUS set of families, especially the Glazers! 😂😂😂"
866,748,1,jpgenius ,Wow. Funny episodes tarnished by PAINFUL FM losses. 😥
867,748,2,Matthew Yothers ,"Yeah, and in the Holmes family’s loss, Kevin said “I can’t be here no more. I can’t even be here no more.”"
868,748,3,jpgenius ,Dang. I thought he said “I can’t believe it.”
869,749,1,jpgenius ,ANOTHER painful FM loss by the Holmes?! Man! 😥 I sure hope they win that car on Monday. 🤞🏾🚗
870,749,2,jpgenius ,tack*
871,750,1,jpgenius ,"First off, I’m sad to see the Glazers go. They were so much fun. But I’m glad to see the Satterwhites win $20K! 👍🏾👍🏾"
872,750,2,Rohan Johnson ,And what is even more painful is that the Walterses miss by 20 points.
873,750,3,Nick Brundidge ,"The Holmes may not have won the car however the Satterwhites won $20,000"
874,750,4,Rohan Johnson ,Thank Goodness the Satterwhites won $20.000! 😃
875,751,1,jpgenius ,"Crazy humor tonight, particularly from the Billups and Satterwhites."
876,752,1,Matthew Yothers ,I thought sandwich was going to be #1 for the kid’s lunchbox question.
877,752,2,jpgenius ,The Satterwhites are doing pretty well. I can’t WAIT to see them (especially Robert) and the Westers tomorrow. 😂 (I don’t think I’ve even seen the Westers until now.)
878,752,3,Matthew Yothers ,"When Steve has that accent, it can make it a little bit hard to understand some of the things he said."
879,753,1,jpgenius ,"More hilarity, particularly from the Westers and Rackhams. 😂"
880,754,1,jpgenius ,"Well, this is just getting sad. Another car loss in SD. Sorry Satterwhites. 😥"
881,755,1,Matthew Yothers ,"YES! The Westers won the 🚗 and they finally put $20,000 in the trunk."
882,755,2,jpgenius ,Way to go Westers! 👍🏾👍🏾
883,755,3,Benjamin Mason ,"If memory serves me right, the Westers are the first family since the Reyes’ (remember them from Steve’s first season?) to win $20,000 on their last appearance after four failed attempts. Way to go!"
884,755,4,jpgenius ,"Well, technically 3 attempts (since they lost their first game to the Gants way back in September 2015)."
885,756,1,jpgenius ,FUNNY episodes. 😂😂😂
886,757,1,jpgenius ,These episodes were TOO MUCH!!! 😂😂😂
887,758,1,jpgenius ,GO YO’SHIEBA!!!
888,759,1,Matthew Yothers ,"Welcome back to Family Feud, Slagles."
889,759,2,Matthew Yothers ,"Also, Yo’shieba is at it again in Fast Money, first, she got 189, now it’s 177,  and the Breeden family now has $40,000. Way to go, Breedens."
890,759,3,jpgenius ,"Too bad the Slagles didn’t get a shot at the surveys on their return trip, but boy, the Breedens are GOOD – particularly Yo’Shieba! 👍🏾👍🏾💵💵"
891,759,4,Matthew Yothers ,"Yeah, and besides, the Slagles have already won $20,000 on their first day."
892,760,1,jpgenius ,"Well, I’m sad to see the Breedens go; at least they won an even $40K. And nice to see a 10-woman match."
893,760,2,futuresamthegameshow ,Rating: 8
894,760,3,jpgenius ,Wait wait wait…you should never tell your boss she’s…and I’m looking at the two-letter H-word that two people said. WOW. 😳
895,761,1,jpgenius ,WTG Deborah! I can’t wait to see the Crenshaws and Watsons (especially the Watsons) to come back tomorrow. 😂😂😂
896,762,1,jpgenius ,Nice work Flacks! 👍🏾👍🏾💵
897,763,1,jpgenius ,"Patrice’s “solar eclipse eyes”, men working harder than women, and Steve at Chippendales? Crazy moments on these 2 episodes! 😳😂"
898,764,1,jpgenius ,YES! The Watsons are BACK! 👍🏾👍🏾
899,765,1,jpgenius ,"Boy, the Parkers have gotten HOT! But I’m sorry to see the Watsons go."
900,766,1,Matthew Yothers ,"Wow, the Parkers are on a roll. If they win the next game, not only will they win a brand new 🚗, but they will also end this very long streak without a 🚗 victory in Group 2. Go Parkers!"
901,766,2,jpgenius ,"One more, Parkers, one more…"
902,767,1,futuresamthegameshow ,"They won $20,000. Great episode. I only watched the first episode.
Rating: 8"
903,767,2,jpgenius ,Great job Callanans and Schulners!
904,768,1,futuresamthegameshow ,Rating: 7
905,768,2,jpgenius ,"Great job, Jessica! And it’s OK, Eliana. We’ll get ’em next time."
906,769,1,futuresamthegameshow ,"A close call tanked my rating until the $20,000 was won at the end.
Rating: 7"
907,769,2,jpgenius ,"The second episode was HILARIOUS, but it’s nice to see a $20K win at the end. Too bad the Crawfords missed by 4, however."
908,770,1,futuresamthegameshow ,Terrible episode.
909,770,2,futuresamthegameshow ,Rating: 5
910,770,3,jpgenius ,Close FM for the Owings. But I hope all our families had fun tonight.
911,771,1,futuresamthegameshow ,"Great episode tonight. I hope the families had fun tonight.
Rating: 8"
912,771,2,jpgenius ,I can’t WAIT to see the two winning teams tomorrow. 😂😂😂
913,772,1,futuresamthegameshow ,"Rating: 7
We will see Steve Harvey next season in September!"
914,772,2,jpgenius ,"Great FM win by the Gaines, but PAINFUL loss by the Campbells to close out the season. (Worse, Robinetta said “brush” right after “roller”. WOW.) 🤦🏾"
915,772,3,Matthew Yothers ,"Yeah, I can’t wait to see those 2 families battle it out again next season, and also I hope the Campbell family will finally win the $20K next time."
916,772,4,futuresamthegameshow ,Less than 20 days til the new season. That painful loss…196 points.
917,772,5,futuresamthegameshow ,Ready for the Season Premiere of Family Feud tomorrow?
918,773,1,jpgenius ,This was so much FUN to watch! 😂😁
919,773,2,futuresamthegameshow ,Great episode. There should be 2 games next week.
920,774,1,ant0824 ,"Jennings didn’t win the $25K, but still gets $10K for his Charity. NBA Beaten my favorite MLB.  Love the Celebrity Family Feud"
921,774,2,jpgenius ,"I think that’s the lowest FM score I’ve seen on the Celebrity Feud (150 points, game 2). But the first game was ESPECIALLY funny! 😂😂😂"
922,775,1,jpgenius ,AWESOME job Ayesha! 👍🏾👍🏾💙💛 And great comeback by the Hernandez family.
923,775,2,futuresamthegameshow ,The next new episode airs next weekend.
924,776,1,jpgenius ,Another great set of episodes.
925,776,2,Matthew Yothers ,"For the water running question, if going to the bathroom was #1, I think #2 is going to be bathing or taking a shower."
926,777,1,jpgenius ,Sherri Shepherd and her family left me in STITCHES. 😂
927,778,1,jpgenius ,"Goodness gracious, MORE hilarity. 😂😂😂"
928,779,1,jpgenius ,GREAT comeback by Ayana! 👍🏾👍🏾
929,780,1,jpgenius ,A match between NFL players and another between comic actors makes for good quality TV. But those two censored answers… 😳😂
